entry,at,order
"""500 @ gpP9uUffpu"" raises to 15",2026-08-01T01:50:36.804Z,178554903680400
"""HSJ @ FJqZyN7BjN"" posts a big blind of 5",2026-08-01T01:50:35.488Z,178554903548805
"""500 @ gpP9uUffpu"" posts a small blind of 2",2026-08-01T01:50:35.488Z,178554903548804
"Your hand is 2♦, A♥",2026-08-01T01:50:35.488Z,178554903548802
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4540) | #2 ""HSJ @ FJqZyN7BjN"" (1437)",2026-08-01T01:50:35.488Z,178554903548801
"-- starting hand #227 (id: 0exstqacim1r)  No Limit Texas Hold'em (dealer: ""500 @ gpP9uUffpu"") --",2026-08-01T01:50:35.488Z,178554903548800
"Undealt cards: K♥, 8♣, 5♠ [5♥, 10♣]",2026-08-01T01:50:29.746Z,178554902974600
"-- ending hand #226 --",2026-08-01T01:50:29.562Z,178554902956202
"""HSJ @ FJqZyN7BjN"" collected 40 from pot",2026-08-01T01:50:29.562Z,178554902956201
"Uncalled bet of 1397 returned to ""HSJ @ FJqZyN7BjN""",2026-08-01T01:50:29.562Z,178554902956200
"""500 @ gpP9uUffpu"" folds",2026-08-01T01:50:28.745Z,178554902874500
"""HSJ @ FJqZyN7BjN"" raises to 1407 and go all in",2026-08-01T01:50:26.074Z,178554902607400
"""500 @ gpP9uUffpu"" bets 10",2026-08-01T01:50:23.914Z,178554902391400
"Flop:  [K♥, 8♣, 5♠]",2026-08-01T01:50:22.190Z,178554902219000
"""500 @ gpP9uUffpu"" calls 10",2026-08-01T01:50:21.385Z,178554902138500
"""HSJ @ FJqZyN7BjN"" raises to 10",2026-08-01T01:50:20.475Z,178554902047500
"""500 @ gpP9uUffpu"" posts a big blind of 5",2026-08-01T01:50:19.077Z,178554901907705
"""HSJ @ FJqZyN7BjN"" posts a small blind of 2",2026-08-01T01:50:19.077Z,178554901907704
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4560) | #2 ""HSJ @ FJqZyN7BjN"" (1417)",2026-08-01T01:50:19.077Z,178554901907701
