entry,at,order
"""bartyo @ gpP9uUffpu"" shows a 9♦, 2♥.",2026-09-04T08:26:22.882Z,178851038288200
"All players in hand choose to run it twice.",2026-09-04T08:26:22.410Z,178851038241001
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:26:22.410Z,178851038241000
"""Henry @ FQN9hzhzP_"" chooses to  run it twice.",2026-09-04T08:26:22.326Z,178851038232600
"Remaining players decide whether to run it twice.",2026-09-04T08:26:21.295Z,178851038129501
"""Henry @ FQN9hzhzP_"" calls 335",2026-09-04T08:26:21.295Z,178851038129500
"""bartyo @ gpP9uUffpu"" raises to 335 and go all in",2026-09-04T08:26:20.119Z,178851038011900
"""Henry @ FQN9hzhzP_"" posts a big blind of 10",2026-09-04T08:26:18.865Z,178851037886507
"""bartyo @ gpP9uUffpu"" posts a small blind of 5",2026-09-04T08:26:18.865Z,178851037886506
"Your hand is 9♦, 2♥",2026-09-04T08:26:18.865Z,178851037886504
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (335) | #2 ""Henry @ FQN9hzhzP_"" (4570)",2026-09-04T08:26:18.865Z,178851037886503
"The player ""Henry @ FQN9hzhzP_"" joined the game with a stack of 4570.",2026-09-04T08:26:18.865Z,178851037886502
"The player ""bartyo @ gpP9uUffpu"" joined the game with a stack of 335.",2026-09-04T08:26:18.865Z,178851037886501
"-- starting hand #349 (id: gxnjrt76trqi)  No Limit Texas Hold'em (dealer: ""bartyo @ gpP9uUffpu"") --",2026-09-04T08:26:18.865Z,178851037886500
"The player ""Henry @ FQN9hzhzP_"" sit back with the stack of 4570.",2026-09-04T08:26:17.345Z,178851037734500
"The admin updated the player ""bartyo @ gpP9uUffpu"" stack from 4535 to 335.",2026-09-04T08:26:04.758Z,178851036475801
"WARNING: the admin queued the stack change for the player ""bartyo @ gpP9uUffpu"" removing 4200 chips in the next hand.",2026-09-04T08:26:04.758Z,178851036475800
"The player ""bread @ 0tiQyf_MMX"" quits the game with a stack of 0.",2026-09-04T08:25:50.779Z,178851035077900
"-- ending hand #348 --",2026-09-04T08:25:44.775Z,178851034477501
"""bartyo @ gpP9uUffpu"" collected 2512 from pot with Pair, J's (combination: 7♣, 9♠, A♦, J♠, J♥)",2026-09-04T08:25:44.775Z,178851034477500
"River: 7♣, 3♦, 4♥, A♦ [9♠]",2026-09-04T08:25:40.689Z,178851034068900
"""bread @ 0tiQyf_MMX"" shows a 5♥, 5♣.",2026-09-04T08:25:36.680Z,178851033668000
"""bartyo @ gpP9uUffpu"" shows a J♠, J♥.",2026-09-04T08:25:36.336Z,178851033633600
"Some players choose to not run it twice.",2026-09-04T08:25:35.850Z,178851033585001
"""bread @ 0tiQyf_MMX"" chooses to not run it twice.",2026-09-04T08:25:35.850Z,178851033585000
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:25:35.341Z,178851033534100
"Remaining players decide whether to run it twice.",2026-09-04T08:25:34.445Z,178851033444501
"""bartyo @ gpP9uUffpu"" calls 636",2026-09-04T08:25:34.445Z,178851033444500
"""bread @ 0tiQyf_MMX"" bets 636 and go all in",2026-09-04T08:25:12.688Z,178851031268800
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:25:09.743Z,178851030974300
"Turn: 7♣, 3♦, 4♥ [A♦]",2026-09-04T08:25:09.053Z,178851030905300
"""bartyo @ gpP9uUffpu"" calls 350",2026-09-04T08:25:08.182Z,178851030818200
"""bread @ 0tiQyf_MMX"" bets 350",2026-09-04T08:25:06.253Z,178851030625300
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:25:03.443Z,178851030344300
"Flop:  [7♣, 3♦, 4♥]",2026-09-04T08:25:01.719Z,178851030171900
"""bartyo @ gpP9uUffpu"" calls 270",2026-09-04T08:25:00.829Z,178851030082900
"""bread @ 0tiQyf_MMX"" raises to 270",2026-09-04T08:24:56.553Z,178851029655300
"""bartyo @ gpP9uUffpu"" raises to 90",2026-09-04T08:24:53.209Z,178851029320900
"""bread @ 0tiQyf_MMX"" raises to 30",2026-09-04T08:24:50.629Z,178851029062900
"""bartyo @ gpP9uUffpu"" posts a big blind of 10",2026-09-04T08:24:46.567Z,178851028656705
"""bread @ 0tiQyf_MMX"" posts a small blind of 5",2026-09-04T08:24:46.567Z,178851028656704
"Your hand is J♠, J♥",2026-09-04T08:24:46.567Z,178851028656702
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (3279) | #5 ""bread @ 0tiQyf_MMX"" (1256)",2026-09-04T08:24:46.567Z,178851028656701
"-- starting hand #348 (id: u1cub9u0kr9q)  No Limit Texas Hold'em (dealer: ""bread @ 0tiQyf_MMX"") --",2026-09-04T08:24:46.567Z,178851028656700
"Undealt cards:  [4♥, 2♣, Q♦, J♠, 8♠]",2026-09-04T08:24:41.477Z,178851028147700
"-- ending hand #347 --",2026-09-04T08:24:40.656Z,178851028065602
"""bread @ 0tiQyf_MMX"" collected 10 from pot",2026-09-04T08:24:40.656Z,178851028065601
"Uncalled bet of 5 returned to ""bread @ 0tiQyf_MMX""",2026-09-04T08:24:40.656Z,178851028065600
"""bartyo @ gpP9uUffpu"" folds",2026-09-04T08:24:39.801Z,178851027980100
"""bread @ 0tiQyf_MMX"" posts a big blind of 10",2026-09-04T08:24:38.590Z,178851027859005
"""bartyo @ gpP9uUffpu"" posts a small blind of 5",2026-09-04T08:24:38.590Z,178851027859004
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (3284) | #5 ""bread @ 0tiQyf_MMX"" (1251)",2026-09-04T08:24:38.590Z,178851027859001
"-- starting hand #347 (id: fe6pao403ksc)  No Limit Texas Hold'em (dealer: ""bartyo @ gpP9uUffpu"") --",2026-09-04T08:24:38.590Z,178851027859000
"-- ending hand #346 --",2026-09-04T08:24:35.661Z,178851027566102
"""bread @ 0tiQyf_MMX"" collected 120 from pot",2026-09-04T08:24:35.661Z,178851027566101
"Uncalled bet of 120 returned to ""bread @ 0tiQyf_MMX""",2026-09-04T08:24:35.661Z,178851027566100
"""bartyo @ gpP9uUffpu"" folds",2026-09-04T08:24:34.847Z,178851027484700
"""bread @ 0tiQyf_MMX"" raises to 160",2026-09-04T08:24:29.102Z,178851026910200
"""bartyo @ gpP9uUffpu"" bets 40",2026-09-04T08:24:26.842Z,178851026684200
"River: 2♣, A♠, J♥, 7♠ [2♦]",2026-09-04T08:24:21.731Z,178851026173100
"""bread @ 0tiQyf_MMX"" checks",2026-09-04T08:24:20.899Z,178851026089900
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:24:19.838Z,178851025983800
"Turn: 2♣, A♠, J♥ [7♠]",2026-09-04T08:24:19.049Z,178851025904900
"""bartyo @ gpP9uUffpu"" calls 10",2026-09-04T08:24:18.242Z,178851025824200
"""bread @ 0tiQyf_MMX"" bets 10",2026-09-04T08:24:17.162Z,178851025716200
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:24:15.028Z,178851025502800
"Flop:  [2♣, A♠, J♥]",2026-09-04T08:24:13.583Z,178851025358300
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:24:12.740Z,178851025274000
"""bread @ 0tiQyf_MMX"" calls 10",2026-09-04T08:24:11.801Z,178851025180100
"""bartyo @ gpP9uUffpu"" posts a big blind of 10",2026-09-04T08:24:09.382Z,178851024938205
"""bread @ 0tiQyf_MMX"" posts a small blind of 5",2026-09-04T08:24:09.382Z,178851024938204
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (3344) | #5 ""bread @ 0tiQyf_MMX"" (1191)",2026-09-04T08:24:09.382Z,178851024938201
"-- starting hand #346 (id: sztqdvnulrsi)  No Limit Texas Hold'em (dealer: ""bread @ 0tiQyf_MMX"") --",2026-09-04T08:24:09.382Z,178851024938200
"""bartyo @ gpP9uUffpu"" collected 30 from the 7-2 bounty",2026-09-04T08:24:06.436Z,178851024643601
"""bread @ 0tiQyf_MMX"" paid 30 for the 7-2 bounty to ""bartyo @ gpP9uUffpu""",2026-09-04T08:24:06.436Z,178851024643600
"-- ending hand #345 --",2026-09-04T08:24:00.383Z,178851024038302
"""bartyo @ gpP9uUffpu"" collected 360 from pot with Pair, 7's (combination: 10♣, J♥, K♥, 7♣, 7♠)",2026-09-04T08:24:00.383Z,178851024038301
"""bartyo @ gpP9uUffpu"" shows a 7♣, 2♠.",2026-09-04T08:24:00.383Z,178851024038300
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:23:59.573Z,178851023957300
"""bread @ 0tiQyf_MMX"" checks",2026-09-04T08:23:58.642Z,178851023864200
"River: 10♣, 4♦, 7♠, K♥ [J♥]",2026-09-04T08:23:57.779Z,178851023777900
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:23:56.938Z,178851023693800
"""bread @ 0tiQyf_MMX"" checks",2026-09-04T08:23:54.785Z,178851023478500
"Turn: 10♣, 4♦, 7♠ [K♥]",2026-09-04T08:23:53.779Z,178851023377900
"""bartyo @ gpP9uUffpu"" checks",2026-09-04T08:23:52.938Z,178851023293800
"""bread @ 0tiQyf_MMX"" checks",2026-09-04T08:23:51.732Z,178851023173200
"Flop:  [10♣, 4♦, 7♠]",2026-09-04T08:23:50.178Z,178851023017800
"""bread @ 0tiQyf_MMX"" calls 180",2026-09-04T08:23:49.347Z,178851022934700
